Student_Name,attendance_percentage,study_hours_per_week,homework_completion_rate,class_participation,quiz_average,midterm_score,final_score,math_score,science_score,english_score,overall_grade,stress_level,learning_style
Rohan Kumar,54.76,7.83,72.94,1,78.61,92.6,93.9,55.17,55.09,74.15,C,3,Kinesthetic
Rahul Kumar,91.91,9.46,33.12,2,52.93,40.86,77.82,71.04,52.88,60.32,D,1,Visual
Karthik Kumar,74.64,19.63,56.15,2,46.47,56.87,90.24,40.9,83.9,40.67,D,1,Kinesthetic
Siddharth Kumar,96.96,5.09,32.11,4,69.25,43.04,35.53,55.87,68.22,52.04,B,5,Kinesthetic
Ananya Kumar,73.08,11.73,30.12,2,50.91,83.36,73.38,70.84,82.52,64.34,B,1,Kinesthetic
Diya Kumar,96.31,17.41,92.75,3,58.31,46.65,35.74,74.39,64.97,51.99,D,3,Auditory
Isha Kumar,61.98,6.98,82.4,4,73.26,35.74,55.92,95.55,93.38,74.65,B,5,Auditory
Kavya Kumar,80.82,1.29,50.26,3,79.38,90.97,91.9,78.72,99.01,82.74,B,4,Kinesthetic
Pooja Kumar,99.72,18.03,37.96,4,43.5,81.48,68.63,64.88,80.19,91.36,D,5,Auditory
Sneha Kumar,68.8,12.77,33.81,3,83.05,84.71,68.2,95.82,91.83,78.82,D,1,Kinesthetic
Aditi Kumar,50.07,5.38,94.21,5,47.93,84.34,48.84,87.09,70.48,81.34,A,5,Visual
Nisha Kumar,53.2,6.25,73.79,2,75.29,65.33,51.9,52.0,96.08,76.51,A,2,Kinesthetic
Priya Kumar,92.95,16.19,41.24,1,98.2,78.77,92.48,47.85,89.9,99.13,C,5,Auditory
Meera Kumar,74.59,13.2,77.7,3,30.79,76.51,50.42,80.55,99.51,55.66,C,1,Kinesthetic
Aarav Mehta,76.84,14.92,99.92,2,50.87,97.79,43.94,73.59,77.39,55.98,C,3,Visual
Vivaan Mehta,89.97,11.97,85.16,2,57.17,31.12,49.16,87.38,86.75,47.58,C,2,Visual
Aditya Mehta,90.58,16.01,61.26,4,71.18,72.43,54.15,84.33,72.57,69.14,A,1,Auditory
Arjun Mehta,73.87,16.6,86.99,2,67.5,34.47,79.69,77.51,55.55,45.77,A,3,Visual
Krishna Mehta,92.9,8.35,82.1,5,80.08,89.63,93.19,99.18,61.29,56.21,A,2,Visual
Rohan Mehta,73.42,18.12,36.21,4,73.53,45.29,54.02,72.02,93.64,68.96,B,2,Visual
Rahul Mehta,83.75,10.6,94.8,2,70.84,50.4,33.99,46.79,43.36,97.46,C,5,Visual
Karthik Mehta,51.67,4.04,91.89,3,54.62,41.83,64.07,89.7,75.49,97.83,A,5,Visual
Siddharth Mehta,56.9,5.15,71.34,4,44.24,70.86,98.08,55.11,62.35,84.62,A,5,Auditory
Ananya Mehta,92.57,14.94,65.57,1,54.77,89.45,31.8,86.64,63.2,63.36,A,4,Kinesthetic
Diya Mehta,65.66,8.17,45.94,1,30.83,54.5,64.66,97.43,93.07,91.91,A,1,Visual
Isha Mehta,66.74,5.99,88.41,2,44.15,32.72,89.49,81.81,91.23,92.53,B,1,Visual
Kavya Mehta,83.15,12.49,60.23,5,53.11,54.44,92.42,75.76,75.93,94.61,C,1,Visual
Pooja Mehta,79.63,15.86,70.55,5,84.99,92.02,74.57,67.62,56.38,78.4,B,4,Kinesthetic
Sneha Mehta,54.11,3.08,41.91,5,31.58,73.72,31.13,61.86,68.53,52.11,A,2,Kinesthetic
Aditi Mehta,88.29,9.53,44.97,1,31.03,66.81,50.87,61.18,64.5,45.46,A,1,Visual
Nisha Mehta,80.86,15.66,98.96,2,90.62,40.14,48.07,78.18,61.22,94.89,B,3,Auditory
Priya Mehta,92.77,18.17,64.58,1,56.92,69.37,75.66,85.08,46.17,43.33,A,4,Visual
Meera Mehta,76.77,1.26,87.1,2,31.38,53.22,97.58,80.71,72.59,57.75,A,4,Visual
Aarav Iyer,70.72,13.47,88.08,1,98.81,89.2,73.54,51.9,58.11,69.22,A,3,Auditory
Vivaan Iyer,68.57,12.35,98.71,3,50.85,61.76,42.06,69.64,79.65,41.32,C,5,Visual
Aditya Iyer,50.22,10.84,98.8,4,89.48,62.82,63.24,87.5,59.15,94.41,C,4,Kinesthetic
Arjun Iyer,51.99,4.04,61.99,4,75.43,89.86,35.94,68.54,65.87,57.23,C,4,Auditory
Krishna Iyer,56.56,15.09,96.52,1,35.17,70.96,43.42,72.2,43.14,41.71,B,4,Visual
Rohan Iyer,96.48,8.46,55.58,2,32.97,35.68,56.64,86.27,99.55,99.62,B,3,Visual
Rahul Iyer,94.03,5.46,72.53,2,82.96,40.09,67.36,79.68,70.46,58.68,C,3,Auditory
Karthik Iyer,74.86,17.15,87.52,5,78.27,88.68,37.85,64.56,41.45,92.61,A,3,Auditory
Siddharth Iyer,59.01,6.83,93.97,5,37.85,79.61,42.34,93.72,72.47,67.21,B,1,Kinesthetic
Ananya Iyer,57.31,4.77,66.67,1,87.16,72.16,66.36,49.75,92.22,79.79,B,3,Auditory
Diya Iyer,62.81,6.93,59.25,2,75.94,95.14,88.39,99.73,86.35,54.47,A,1,Auditory
Isha Iyer,95.44,4.44,81.0,3,66.08,84.18,84.83,47.13,82.05,70.17,C,1,Kinesthetic
Kavya Iyer,76.07,15.77,61.91,4,91.18,84.43,56.96,40.9,48.37,55.46,A,2,Visual
Pooja Iyer,90.2,4.46,77.03,2,49.55,90.77,36.49,93.4,79.46,97.07,D,5,Auditory
Sneha Iyer,75.34,14.62,86.3,5,79.94,71.15,85.8,54.7,85.98,43.66,B,2,Visual
Aditi Iyer,80.47,4.09,88.88,1,94.83,82.66,63.3,83.78,74.35,56.48,A,1,Auditory
Nisha Iyer,80.51,5.3,47.8,2,77.84,33.35,50.08,88.66,93.56,93.59,C,4,Auditory
Priya Iyer,51.57,7.51,70.0,2,60.68,78.52,66.57,91.54,56.62,68.8,A,2,Kinesthetic
Meera Iyer,72.26,19.05,31.75,1,93.69,90.9,70.6,99.5,54.53,76.01,B,4,Visual
Aarav Nair,93.2,18.36,85.84,3,67.35,95.31,51.11,57.64,92.17,79.1,C,2,Kinesthetic
Vivaan Nair,74.45,2.62,38.76,4,62.64,39.58,73.4,82.61,77.52,44.26,A,3,Auditory
Aditya Nair,71.77,7.38,91.02,3,86.18,99.91,30.9,46.92,40.09,41.06,C,5,Visual
Arjun Nair,76.33,7.58,58.48,3,50.43,74.52,51.32,64.41,61.19,96.27,C,2,Auditory
Krishna Nair,69.04,5.02,41.71,5,77.13,49.0,96.51,90.88,91.47,56.29,C,3,Visual
Rohan Nair,75.77,9.28,85.71,4,86.11,49.95,86.93,62.06,41.64,62.82,C,3,Visual
Rahul Nair,56.77,15.21,44.02,3,57.18,80.56,30.82,75.47,40.19,80.93,A,2,Kinesthetic
Karthik Nair,98.4,2.89,57.61,2,70.38,50.24,70.42,70.23,56.88,54.18,C,1,Visual
Siddharth Nair,51.71,13.76,69.68,2,55.88,59.18,85.94,78.76,94.84,83.98,B,5,Visual
Ananya Nair,74.16,5.95,55.2,5,71.34,90.11,49.71,98.37,94.09,67.49,B,3,Kinesthetic
Diya Nair,60.5,13.21,42.53,4,82.68,51.7,69.88,43.34,71.13,91.4,B,2,Visual
Isha Nair,52.92,13.96,58.43,1,64.12,94.7,83.87,74.44,73.19,56.71,B,3,Kinesthetic
Kavya Nair,82.59,14.83,40.1,2,97.11,76.09,46.96,91.78,59.92,52.23,B,1,Kinesthetic
Pooja Nair,99.26,17.37,80.34,1,54.39,41.56,84.28,68.88,54.62,89.9,A,4,Visual
Sneha Nair,87.48,18.09,42.01,5,68.68,47.26,80.7,44.71,88.91,59.58,A,5,Visual
Aditi Nair,62.7,15.42,63.77,2,57.88,56.45,42.7,73.63,46.38,64.71,B,4,Visual
Nisha Nair,74.67,10.14,69.23,2,71.08,93.18,56.69,59.92,69.24,87.62,A,5,Auditory
Priya Nair,52.49,1.84,96.15,3,65.18,69.56,84.56,49.3,78.06,78.13,A,1,Visual
Meera Nair,76.58,18.81,35.48,5,58.25,33.18,74.46,90.94,46.22,66.5,C,2,Auditory
Aarav Choudhary,54.97,12.43,95.13,5,50.17,77.33,65.78,71.3,71.18,54.99,C,1,Auditory
Vivaan Choudhary,89.73,11.16,44.58,3,77.82,43.94,57.28,96.0,74.65,85.85,A,5,Auditory
Aditya Choudhary,52.84,5.55,88.87,5,55.69,39.19,53.35,88.36,84.55,50.83,A,4,Visual
Arjun Choudhary,50.47,14.0,36.33,3,75.33,55.34,62.24,81.58,54.09,95.7,C,4,Auditory
Krishna Choudhary,93.08,19.9,99.21,3,65.24,87.22,59.15,40.3,57.6,49.02,C,5,Kinesthetic
Rohan Choudhary,97.13,7.27,86.53,3,35.11,99.33,45.49,65.67,74.17,88.3,B,2,Visual
Rahul Choudhary,54.33,16.19,34.41,4,54.25,96.51,86.15,51.85,98.99,65.45,A,4,Kinesthetic
Karthik Choudhary,63.95,6.53,44.99,2,86.95,37.17,98.35,94.65,53.05,51.16,B,2,Auditory
Siddharth Choudhary,87.08,10.27,68.4,2,83.52,63.64,64.69,50.48,99.15,64.14,B,1,Visual
Ananya Choudhary,76.98,5.05,66.65,2,93.83,54.53,98.37,57.16,82.86,53.29,B,5,Visual
Diya Choudhary,97.46,10.74,74.05,4,34.81,39.34,55.58,71.01,89.56,48.16,A,4,Auditory
Isha Choudhary,69.46,9.73,62.45,2,83.71,43.02,53.85,55.8,45.38,54.35,A,4,Kinesthetic
Kavya Choudhary,50.17,1.74,81.39,3,64.58,67.56,93.17,52.59,58.03,92.04,B,1,Auditory
Pooja Choudhary,50.99,8.25,54.39,1,59.74,46.96,97.42,75.95,43.46,46.36,D,1,Visual
Sneha Choudhary,78.24,2.19,42.35,1,56.88,47.41,49.04,45.34,62.29,98.35,A,4,Visual
Aditi Choudhary,87.61,9.56,32.36,2,63.82,72.84,94.91,43.49,98.88,40.3,A,4,Visual
Nisha Choudhary,89.53,19.62,52.73,5,84.71,41.44,39.15,62.33,46.32,79.49,C,2,Visual
Priya Choudhary,95.58,6.57,59.88,2,94.39,57.4,77.02,83.24,73.74,91.39,B,4,Visual
Meera Choudhary,61.45,10.8,76.13,4,92.84,45.84,91.9,73.29,40.36,96.04,D,5,Visual
Aarav Reddy,86.92,3.47,86.45,5,44.39,58.02,58.6,65.37,82.76,48.64,C,5,Visual
Vivaan Reddy,91.35,3.93,46.8,1,78.83,49.59,40.62,73.95,51.83,81.89,B,2,Auditory
Aditya Reddy,91.81,7.75,64.52,3,98.23,74.57,92.78,61.93,47.78,46.44,B,2,Visual
Arjun Reddy,70.58,10.31,46.36,2,72.52,47.15,84.13,96.17,60.22,61.16,D,1,Auditory
Krishna Reddy,81.3,14.33,96.58,2,54.84,46.22,34.34,43.29,86.26,83.92,A,1,Visual
Rohan Reddy,77.58,9.68,75.33,2,85.75,37.11,60.25,80.4,46.4,60.76,C,5,Kinesthetic
Rahul Reddy,79.87,1.46,77.45,5,90.0,38.43,80.75,93.48,53.79,58.8,C,5,Auditory
Karthik Reddy,64.1,6.15,67.19,4,34.16,87.55,63.88,88.23,40.51,46.96,C,1,Auditory
Siddharth Reddy,84.16,1.47,49.73,3,53.88,81.97,94.16,51.04,98.1,43.99,C,2,Kinesthetic
Ananya Reddy,85.5,18.44,44.03,3,72.18,39.18,32.67,57.76,75.53,46.92,B,4,Kinesthetic
Diya Reddy,59.8,1.55,75.97,2,88.39,81.81,80.03,83.02,83.19,92.53,C,3,Auditory
Isha Reddy,72.18,1.94,94.52,3,48.61,61.82,95.5,45.06,79.08,40.67,C,3,Kinesthetic
Kavya Reddy,71.11,6.67,44.9,3,93.76,52.82,47.32,88.71,48.66,81.57,D,5,Auditory
Pooja Reddy,87.45,13.01,70.02,2,54.99,64.06,82.24,83.13,75.7,86.12,A,3,Visual
Sneha Reddy,83.33,7.8,67.05,2,48.28,43.49,55.72,83.78,47.88,74.07,A,3,Kinesthetic
Aditi Reddy,73.81,2.17,74.92,4,30.06,44.8,53.5,46.01,64.07,83.85,D,2,Visual
Nisha Reddy,82.63,16.89,71.15,2,49.63,66.67,66.57,83.07,74.14,79.14,A,3,Visual
Priya Reddy,63.14,14.3,49.1,2,81.04,80.75,73.94,80.79,73.53,67.33,A,5,Visual
Meera Reddy,61.62,8.53,78.4,4,73.71,85.27,77.81,89.86,47.14,62.96,C,2,Visual
Aarav Sharma,62.0,13.86,49.09,4,60.76,96.65,63.65,42.5,42.07,96.48,A,2,Kinesthetic
Vivaan Sharma,51.47,6.22,75.71,3,76.75,52.07,94.89,41.39,87.89,98.32,C,3,Visual
Aditya Sharma,84.55,11.03,51.0,2,66.51,58.15,45.45,62.38,83.56,79.08,A,4,Visual
Arjun Sharma,99.29,17.73,35.77,5,59.68,86.76,89.17,48.93,44.91,51.84,A,2,Visual
Krishna Sharma,65.45,3.05,38.91,2,38.94,60.77,88.7,73.5,47.64,66.87,C,1,Visual
Rohan Sharma,96.49,17.09,88.39,3,56.91,90.86,39.02,95.04,93.56,69.79,B,4,Kinesthetic
Rahul Sharma,80.33,15.98,38.49,1,36.15,60.12,55.78,63.49,86.15,85.48,B,5,Auditory
Karthik Sharma,61.25,19.03,53.14,4,72.65,42.88,69.03,90.7,99.77,80.07,B,5,Visual
Siddharth Sharma,50.59,10.76,50.13,2,91.07,41.06,81.57,40.01,55.24,70.89,B,2,Visual
Ananya Sharma,86.19,6.22,34.05,5,39.22,85.18,92.83,50.11,69.27,80.82,B,4,Visual
Diya Sharma,84.83,7.71,71.97,5,77.15,67.85,97.86,41.83,54.19,41.44,C,4,Visual
Isha Sharma,61.46,13.16,85.91,2,44.97,71.61,49.86,59.69,77.37,86.6,C,2,Kinesthetic
Kavya Sharma,66.64,3.68,99.46,1,43.22,71.13,78.6,94.49,46.92,52.7,C,5,Kinesthetic
Pooja Sharma,94.9,7.68,95.52,4,85.56,67.74,83.78,45.82,47.63,79.38,B,1,Auditory
Sneha Sharma,57.86,14.8,33.45,2,68.88,32.02,58.9,76.38,44.31,46.84,C,4,Kinesthetic
Aditi Sharma,91.77,11.9,48.03,3,95.92,57.09,46.88,67.09,81.62,46.87,B,4,Visual
Nisha Sharma,58.46,2.19,58.85,4,98.77,69.33,82.06,96.31,69.64,42.14,C,5,Kinesthetic
Priya Sharma,74.09,10.44,91.25,5,75.72,93.65,58.38,47.35,77.06,94.61,A,2,Kinesthetic
Meera Sharma,74.95,10.96,55.21,1,58.19,48.79,43.3,52.72,92.76,76.27,B,3,Visual
Aarav Patel,73.6,14.32,69.92,3,50.47,39.71,31.33,41.77,84.42,61.72,B,4,Auditory
Vivaan Patel,64.4,1.2,76.17,2,41.16,68.06,56.5,66.04,67.7,87.27,A,3,Auditory
Aditya Patel,62.67,9.14,50.86,4,63.64,51.63,43.8,56.67,99.06,77.56,B,2,Auditory
Arjun Patel,86.66,17.85,70.74,2,62.73,78.08,75.42,92.19,67.38,77.2,A,2,Visual
Krishna Patel,63.78,1.48,33.56,5,30.11,70.85,83.56,76.3,46.75,69.22,A,2,Visual
Rohan Patel,80.5,13.78,63.61,1,79.68,71.94,43.67,76.85,99.56,40.48,C,5,Auditory
Rahul Patel,92.33,5.24,56.5,3,53.83,70.04,97.55,71.91,41.37,55.51,A,4,Kinesthetic
Karthik Patel,91.85,8.36,54.9,5,89.34,98.09,43.46,45.51,72.99,46.54,A,4,Auditory
Siddharth Patel,58.36,17.8,46.44,2,57.56,73.26,51.65,66.7,58.55,79.74,A,4,Auditory
Ananya Patel,82.74,7.89,87.24,3,95.41,66.83,57.74,99.97,70.21,54.92,D,4,Visual
Diya Patel,80.11,11.36,91.73,2,79.41,31.75,80.22,90.11,73.52,67.01,A,3,Kinesthetic
Isha Patel,64.1,2.7,92.17,2,59.05,38.49,88.89,93.61,54.41,61.21,D,1,Visual
Kavya Patel,69.57,7.17,57.73,1,66.75,90.25,69.85,89.39,73.41,48.59,B,4,Auditory
Pooja Patel,64.26,3.69,48.14,1,57.04,96.93,35.78,46.18,85.36,97.5,B,1,Kinesthetic
Sneha Patel,76.85,11.67,36.89,1,60.87,32.61,93.33,53.65,55.99,96.01,C,4,Kinesthetic
Aditi Patel,90.18,9.74,77.07,1,33.66,37.6,48.83,40.19,63.01,45.08,B,3,Kinesthetic
Nisha Patel,93.88,6.03,53.11,1,46.67,90.47,75.62,58.21,56.09,89.64,B,4,Visual
Priya Patel,86.14,19.99,49.37,4,95.6,44.93,87.84,46.52,89.23,69.3,A,5,Auditory
Meera Patel,74.17,3.91,56.0,1,69.8,34.37,90.45,68.37,83.5,86.42,B,5,Kinesthetic
Aarav Gupta,97.9,16.68,68.83,1,30.76,90.4,42.88,80.63,92.27,49.07,B,2,Visual
Vivaan Gupta,78.19,1.68,41.33,3,99.79,84.29,30.22,92.47,50.2,47.94,B,5,Visual
Aditya Gupta,73.93,17.09,97.29,3,53.78,73.71,96.11,84.95,44.41,93.45,A,2,Auditory
Arjun Gupta,92.84,10.06,81.28,3,96.05,36.13,54.27,96.32,47.16,93.87,B,1,Auditory
Krishna Gupta,59.23,16.74,33.27,4,96.64,74.19,71.02,43.23,49.66,67.95,C,3,Visual
Rohan Gupta,57.89,15.2,51.48,1,66.94,44.13,86.24,40.73,71.98,92.21,B,4,Kinesthetic
Rahul Gupta,89.13,11.88,33.52,4,61.21,85.1,51.22,79.68,98.25,80.05,B,5,Auditory
Karthik Gupta,93.53,8.06,46.06,4,59.23,76.77,99.25,57.36,61.43,51.1,A,5,Auditory
Siddharth Gupta,53.64,13.64,50.06,2,63.99,80.43,34.99,55.21,97.51,59.74,C,1,Visual
Ananya Gupta,88.2,16.82,80.26,4,72.81,60.82,56.41,59.85,42.29,48.16,B,1,Visual
Diya Gupta,71.22,10.56,80.31,2,38.31,56.69,46.17,56.19,95.61,86.44,A,5,Auditory
Isha Gupta,85.19,8.88,33.17,5,81.14,49.79,40.34,70.69,50.87,99.12,B,3,Visual
Kavya Gupta,56.75,3.71,71.17,3,55.23,96.31,54.42,66.41,94.75,72.78,B,5,Visual
Pooja Gupta,98.65,18.03,97.26,2,65.67,37.74,57.32,70.75,43.37,79.35,A,4,Auditory
Sneha Gupta,94.06,6.08,73.99,5,96.33,59.12,89.41,80.36,96.89,84.77,A,5,Visual
Aditi Gupta,70.3,3.35,97.24,4,98.32,85.51,78.08,63.23,52.05,53.46,B,3,Auditory
Nisha Gupta,94.67,2.26,56.64,2,39.97,72.32,82.57,55.08,58.16,60.16,C,2,Visual
Priya Gupta,94.75,15.26,62.18,4,58.6,93.98,75.43,49.97,69.46,64.74,C,5,Visual
Meera Gupta,73.06,13.82,64.68,2,51.66,82.63,77.53,60.97,62.84,75.68,B,2,Visual
Aarav Singh,97.34,3.29,94.68,3,45.99,65.86,46.97,84.51,80.05,91.03,B,3,Kinesthetic
Vivaan Singh,98.84,11.07,56.62,4,85.36,87.7,81.08,85.4,98.49,55.25,A,1,Visual
Aditya Singh,60.86,3.9,98.84,1,38.75,93.82,71.07,80.01,76.39,68.25,D,3,Visual
Arjun Singh,53.33,8.29,68.02,1,49.81,73.47,84.06,54.04,83.29,85.09,C,2,Kinesthetic
Krishna Singh,66.56,15.87,45.27,2,39.78,45.97,56.3,75.29,45.28,45.24,B,3,Visual
Rohan Singh,74.44,5.33,37.26,3,68.64,80.25,53.07,74.24,77.67,70.77,C,3,Auditory
Rahul Singh,54.63,1.53,42.1,4,34.12,35.69,40.97,69.06,67.23,48.66,C,1,Visual
Karthik Singh,57.03,4.67,32.75,4,51.55,66.45,69.58,73.0,93.15,72.35,A,1,Visual
Siddharth Singh,98.58,8.61,78.46,2,99.12,36.09,52.76,69.51,63.29,86.07,B,5,Kinesthetic
Ananya Singh,86.87,5.59,66.18,3,33.12,32.58,80.18,73.93,80.77,54.22,C,2,Visual
Diya Singh,93.75,14.72,81.65,5,93.75,49.22,87.53,82.93,53.69,90.97,D,5,Auditory
Isha Singh,98.56,15.99,84.76,4,57.31,86.44,85.22,46.58,55.56,60.09,A,3,Auditory
Kavya Singh,68.91,5.57,95.2,5,54.24,77.81,72.99,84.98,62.57,51.45,A,1,Visual
Pooja Singh,84.39,6.1,38.19,4,75.27,35.59,40.05,48.15,58.24,67.92,C,2,Visual
Sneha Singh,59.2,11.64,43.03,2,94.79,55.71,61.47,44.0,55.23,92.56,A,5,Auditory
Aditi Singh,77.58,15.3,68.38,3,43.55,83.33,88.1,98.56,42.98,44.14,B,2,Auditory
Nisha Singh,60.49,19.23,39.07,1,53.09,53.85,74.82,97.42,90.2,59.65,C,5,Kinesthetic
Priya Singh,58.02,6.71,36.49,2,65.4,96.39,74.53,43.63,43.86,79.19,D,5,Visual
Meera Singh,54.92,18.31,76.64,1,96.75,99.14,82.05,66.6,93.24,61.45,B,3,Auditory
Aarav Kumar,78.99,4.45,80.73,5,94.76,31.63,39.02,51.17,47.53,44.25,B,3,Auditory
Vivaan Kumar,97.49,1.78,89.04,5,60.17,61.81,77.0,69.12,43.92,59.92,B,3,Auditory
Aditya Kumar,56.11,16.06,94.1,2,32.83,66.62,48.9,89.81,73.78,89.26,A,4,Auditory
Arjun Kumar,75.12,10.09,60.97,5,54.06,94.9,71.42,97.04,70.15,98.08,B,1,Auditory
Krishna Kumar,84.35,2.46,98.59,4,53.29,57.65,71.97,78.06,69.47,42.39,A,4,Visual
Rohan Kumar,74.79,2.35,32.65,3,87.91,35.41,42.68,61.23,74.47,74.16,C,4,Visual
Rahul Kumar,95.59,1.26,90.91,2,62.74,55.22,77.05,76.2,57.22,46.32,C,5,Auditory
Karthik Kumar,58.31,6.82,52.5,5,42.01,64.81,79.67,58.72,79.78,80.82,A,3,Visual
Siddharth Kumar,51.21,14.97,94.52,5,62.56,43.63,59.1,94.59,70.14,40.47,B,3,Kinesthetic
Ananya Kumar,69.16,13.64,45.58,5,70.94,57.87,70.4,92.22,60.08,40.88,A,4,Kinesthetic
Diya Kumar,77.77,19.99,81.87,5,43.01,34.08,55.75,73.49,89.59,86.61,C,3,Auditory
Isha Kumar,62.73,12.28,59.78,1,41.68,96.17,89.69,59.49,83.66,44.47,A,3,Auditory
Kavya Kumar,58.42,3.1,56.7,4,89.69,73.03,75.29,57.6,63.62,58.31,B,2,Visual
Pooja Kumar,90.24,19.59,34.16,4,47.61,95.11,68.03,42.01,90.86,97.48,A,4,Auditory
Sneha Kumar,59.43,14.17,79.41,5,41.8,83.27,96.03,88.95,95.22,99.11,B,5,Auditory
Aditi Kumar,72.13,8.11,42.27,1,32.37,64.76,83.47,67.02,72.21,49.68,B,1,Visual
Nisha Kumar,97.72,5.69,62.41,5,56.46,49.99,51.29,59.51,52.9,73.65,C,2,Kinesthetic
Priya Kumar,80.64,5.22,39.89,3,37.92,71.15,40.43,68.27,94.95,73.55,C,2,Visual
Meera Kumar,74.89,19.17,72.31,4,92.73,62.82,32.32,89.12,51.37,67.14,C,5,Kinesthetic
Aarav Mehta,68.01,8.97,46.17,2,61.46,30.54,69.11,47.48,42.91,95.48,C,4,Visual
Vivaan Mehta,76.02,10.25,71.61,3,79.08,74.58,46.55,91.46,59.65,85.24,C,4,Visual
Aditya Mehta,86.72,16.9,96.26,1,47.2,89.28,89.9,93.85,83.62,85.87,B,2,Auditory
Arjun Mehta,91.13,19.31,94.46,2,96.95,92.6,30.41,96.8,95.4,56.17,B,4,Visual
Krishna Mehta,82.49,1.08,44.03,3,65.39,79.79,41.13,63.85,78.24,66.06,B,4,Kinesthetic
Rohan Mehta,89.52,19.81,36.94,5,99.57,62.05,55.87,53.03,97.11,69.25,C,2,Kinesthetic
Rahul Mehta,54.42,2.43,32.99,5,66.88,59.04,78.04,62.42,45.54,57.93,A,1,Kinesthetic
Karthik Mehta,50.72,16.9,88.0,4,30.42,60.83,68.19,59.97,43.65,45.69,B,4,Kinesthetic
Siddharth Mehta,86.72,19.06,47.45,2,82.98,90.55,53.26,50.57,76.25,47.58,B,3,Visual
Ananya Mehta,63.09,11.66,49.88,2,47.58,66.36,46.66,76.44,97.97,50.84,A,4,Auditory
Diya Mehta,93.88,11.48,45.84,1,92.0,35.18,46.08,68.6,70.16,52.22,A,4,Visual
Isha Mehta,76.79,13.71,88.81,4,51.12,62.72,87.83,91.94,43.09,54.54,B,5,Visual
Kavya Mehta,73.93,7.7,98.52,5,81.06,86.37,51.43,41.93,53.27,55.33,A,5,Visual
Pooja Mehta,88.64,4.15,82.86,2,87.9,47.4,93.4,78.63,54.69,67.34,C,1,Visual
Sneha Mehta,87.05,2.26,87.65,2,36.83,80.07,31.81,85.78,60.27,70.57,B,2,Visual
Aditi Mehta,85.21,17.74,73.44,4,93.91,46.66,32.78,85.57,42.62,58.53,C,1,Auditory
Nisha Mehta,84.5,11.4,67.01,2,84.77,76.12,99.79,93.16,94.29,94.44,C,4,Visual
Priya Mehta,75.77,14.19,80.51,2,47.11,65.88,73.1,83.74,70.93,73.19,C,2,Visual
Meera Mehta,96.32,7.31,32.5,3,57.43,63.53,97.16,95.67,80.26,87.25,B,2,Visual
Aarav Iyer,94.53,16.33,34.3,2,57.02,78.18,42.7,59.96,44.03,95.45,A,4,Kinesthetic
Vivaan Iyer,66.47,7.65,78.11,1,94.62,63.63,91.5,70.19,43.25,49.79,B,1,Visual
Aditya Iyer,90.23,1.57,53.45,4,88.74,77.98,76.37,40.84,75.19,65.67,C,1,Visual
Arjun Iyer,94.56,7.4,64.22,4,94.74,96.09,44.46,40.42,93.24,65.99,B,1,Visual
Krishna Iyer,80.91,17.16,84.74,1,59.75,50.87,84.42,54.41,71.71,61.27,B,3,Visual
Rohan Iyer,77.78,17.64,70.4,3,76.63,31.92,57.57,46.05,92.67,40.53,C,1,Auditory
Rahul Iyer,83.59,18.76,86.37,3,81.64,67.67,66.04,55.61,88.66,88.96,A,2,Kinesthetic
Karthik Iyer,58.15,10.49,59.34,5,87.83,49.67,93.97,50.62,44.55,46.69,D,3,Kinesthetic
Siddharth Iyer,54.37,19.18,50.12,2,90.89,66.95,55.94,41.71,52.12,99.73,C,1,Visual
Ananya Iyer,91.01,10.48,46.44,1,92.11,73.58,67.37,94.56,79.46,86.38,B,5,Auditory
Diya Iyer,78.67,3.92,39.22,4,38.29,70.08,49.93,40.49,66.61,74.8,B,2,Auditory
Isha Iyer,56.13,10.54,32.58,3,60.74,74.96,62.03,84.16,57.44,49.28,B,2,Kinesthetic
Kavya Iyer,70.82,17.5,33.72,1,68.31,57.13,46.06,49.13,65.12,70.92,D,4,Visual
Pooja Iyer,64.91,15.93,48.97,5,31.36,66.23,76.22,94.73,66.71,55.67,C,2,Auditory
Sneha Iyer,93.77,9.25,49.49,5,48.15,62.9,62.7,93.57,94.63,55.14,C,2,Auditory
Aditi Iyer,75.36,5.04,56.72,2,48.26,46.51,82.78,79.23,46.21,89.77,C,5,Visual
Nisha Iyer,78.88,12.04,71.41,3,54.87,64.15,90.79,80.33,56.78,62.84,B,3,Visual
Priya Iyer,61.76,18.69,83.15,5,92.25,90.81,73.24,40.32,72.25,67.04,C,4,Visual
Meera Iyer,89.95,4.37,43.84,2,68.25,52.77,39.99,99.09,81.9,90.58,C,2,Visual
Aarav Nair,96.51,16.71,83.15,3,77.12,74.55,58.23,92.67,77.84,45.27,A,1,Kinesthetic
Vivaan Nair,89.62,3.8,39.73,5,91.86,37.9,45.95,93.71,96.5,75.68,B,2,Visual
Aditya Nair,74.64,18.47,99.21,4,74.46,33.02,93.41,79.55,87.74,74.69,A,1,Visual
Arjun Nair,91.75,14.17,49.95,4,60.67,98.79,63.35,60.69,73.42,65.51,B,1,Visual
Krishna Nair,59.4,3.07,88.61,1,75.6,50.76,54.88,93.62,52.88,89.79,B,2,Auditory
Rohan Nair,55.67,4.85,43.33,4,76.76,87.76,91.48,57.49,67.05,96.57,A,3,Auditory
